_id,text,ujaran_kebencian,lainnya,label
6629ff933981ede3a34fbec8,? vai lotar ??! em meio ?s redes sociais torcedores rubro-negros prometem realizar a maior caminhada de torcida de toda a hist?ria da regi?o norte. a concentra??o est? marcada para ?s 15h na pra?a do eldorado.,0.6480197310447693,0.3519802987575531,HS
66286e18b672479a85d0cd7f,fitur muka kek laki gini klo didandanin dah kek bencong,0.9578596353530884,0.04214034974575043,HS
66286d28b672479a85d0cad0,bantu viralkan video vcs mesum bejat online musafir,0.7427089214324951,0.2572910487651825,HS
662797d94b39359fcce9b174,bajingan jorok bgt,0.5495157837867737,0.45048418641090393,HS
6628d8766e9ad0d1f2604b65,somethinc srsly setting spray 26k + koin,0.5450152158737183,0.45498472452163696,HS
662a21993981ede3a34fea70,matalu picek wkwkwk,0.5398976802825928,0.46010228991508484,HS
66278e994b39359fcce96f0c,anjrot wake me up when february ends againnnnn fukk,0.5304641127586365,0.4695359170436859,HS
66279b304b39359fcce9c61a,bener banget omongan bu dokter ternyata si belimbing asam sulfat asam laknat asam bangsat asam keparat cuma lulusan smk,0.8959676027297974,0.10403241962194443,HS
6629c0a03981ede3a34f8df6,mampus lu ngentot!,0.6322670578956604,0.367732971906662,HS
66278cb94b39359fcce9534e,pgn jd anjing dh,0.6612851023674011,0.3387148678302765,HS
66286adbb672479a85d0c583,2 oknum guru ngaji bejat di ciamis cabuli para santri polres masih dalami modusnya garuk badan lewat,0.6627015471458435,0.3372984230518341,HS
66294c1e6e9ad0d1f260f413,dateng dateng langsung makan emang anak kurang ajar :))),0.7650037407875061,0.23499630391597748,HS
66279ce94b39359fcce9d0ee,pengen sambat anjing nilai guweh kecil banget bangsat,0.5029863119125366,0.4970136284828186,HS
66293bbb6e9ad0d1f260e4f3,woi kapir bangsat lu sama jokowi bentar lagi kena gantung,0.6654300093650818,0.3345699608325958,HS
66279cf44b39359fcce9d13f,bangsat bgt gue capek tinggak bareng orang mau hidup sendiri aja anjingg,0.699847936630249,0.3001520037651062,HS
662aaa363981ede3a3508a74,materi genetik materi terkutuk! gak paham hshshs,0.9423972964286804,0.05760274827480316,HS
